customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
8382-SHQEH,Fiber optic,No,No,No,No,No,Yes
3511-BFTJW,DSL,Yes,Yes,Yes,No,No,No
7668-XCFYV,Fiber optic,No,No,No,No,Yes,Yes
2983-ZANRP,Fiber optic,No,Yes,No,No,No,No
3034-ZBEQN,DSL,No,Yes,Yes,No,No,No
2282-YGNOR,DSL,Yes,No,Yes,Yes,No,No
5336-UFNZP,Fiber optic,No,Yes,Yes,No,Yes,Yes
6854-EXGSF,DSL,Yes,Yes,Yes,No,No,No
9233-PSYHO,Fiber optic,No,No,Yes,No,Yes,Yes
5376-PCKNB,Fiber optic,No,Yes,Yes,No,Yes,Yes
4060-LDNLU,Fiber optic,No,No,No,No,Yes,Yes
3589-PPVKW,DSL,No,No,No,No,No,No
8327-LZKAS,Fiber optic,No,No,Yes,Yes,Yes,Yes
5887-IKKYO,Fiber optic,No,No,Yes,Yes,No,Yes
1075-BGWOH,Fiber optic,No,No,Yes,No,Yes,Yes
0302-JOIVN,Fiber optic,No,Yes,Yes,No,Yes,Yes
3858-XHYJO,Fiber optic,Yes,No,Yes,No,Yes,Yes
4299-SIMNS,Fiber optic,Yes,No,No,No,No,No
7025-IWFHT,Fiber optic,No,Yes,No,Yes,Yes,No
6261-LHRTG,DSL,No,Yes,Yes,No,No,No
7841-FCRQD,DSL,No,Yes,No,Yes,No,No
2056-EVGZL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
8777-MBMTS,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7753-USQYQ,DSL,No,Yes,No,Yes,No,Yes
5366-IJEQJ,Fiber optic,No,No,Yes,No,Yes,No
7661-CPURM,Fiber optic,No,No,No,Yes,No,Yes
6233-HXJMX,Fiber optic,No,No,Yes,No,No,Yes
1981-INRFU,Fiber optic,No,No,No,No,Yes,No
4971-PUYQO,Fiber optic,No,No,No,No,Yes,Yes
5115-GZDEL,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3338-CVVEH,Fiber optic,No,No,No,No,Yes,Yes
8485-GJCDN,Fiber optic,No,No,No,No,No,No
2615-YVMYX,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2851-STERV,DSL,No,No,Yes,Yes,Yes,Yes
4393-GEADV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8486-AYEQH,Fiber optic,No,No,No,No,No,No
1527-SXDPN,Fiber optic,No,No,Yes,Yes,No,Yes
6029-WTIPC,Fiber optic,No,No,Yes,No,Yes,Yes
8634-CILSZ,Fiber optic,No,Yes,No,Yes,Yes,Yes
5419-JKZNQ,Fiber optic,No,No,No,No,No,No
2495-KZNFB,Fiber optic,Yes,No,No,No,No,Yes
1409-PHXTF,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4560-WQAQW,DSL,Yes,No,No,Yes,No,Yes
9591-YVTEB,DSL,Yes,Yes,No,No,Yes,No
9309-BZGNT,DSL,No,No,Yes,No,No,No
4274-DRSQT,Fiber optic,No,Yes,No,No,Yes,No
2027-DNKIV,DSL,Yes,No,Yes,Yes,No,No
2885-HIJDH,DSL,Yes,No,Yes,Yes,Yes,Yes
5424-RLQLC,DSL,No,Yes,No,No,Yes,No
6682-QJDGB,DSL,Yes,Yes,No,No,No,No
6507-DTJZV,DSL,No,No,No,No,Yes,Yes
8780-IXSTS,Fiber optic,No,Yes,No,No,Yes,No
6723-WSNTY,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9530-EHPOH,DSL,No,No,Yes,No,No,No
2725-IWWBA,DSL,Yes,No,Yes,Yes,No,No
0345-HKJVM,Fiber optic,No,No,No,No,Yes,Yes
1061-PNTHC,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6574-MCOEH,DSL,No,No,Yes,Yes,Yes,Yes
7399-QHBJS,DSL,Yes,Yes,No,Yes,No,No
3049-SOLAY,Fiber optic,No,No,No,No,Yes,Yes
0997-YTLNY,DSL,No,No,No,Yes,No,No
3317-HRTNN,DSL,No,No,No,No,Yes,Yes
9479-HYNYL,DSL,No,Yes,Yes,Yes,Yes,Yes
3235-ETOOB,Fiber optic,Yes,No,No,No,No,No
8058-INTPH,Fiber optic,No,No,No,No,Yes,No
3642-GKTCT,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0774-RMNUW,DSL,Yes,Yes,No,Yes,Yes,Yes
1334-PDUKM,Fiber optic,No,Yes,Yes,No,No,No
0756-MPZRL,DSL,No,No,Yes,Yes,No,No
2242-MFOTG,Fiber optic,Yes,No,No,No,No,No
2927-CVULT,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2144-BFDSO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8745-PVESG,DSL,Yes,No,Yes,Yes,No,No
5647-FXOTP,Fiber optic,No,Yes,Yes,No,Yes,Yes
5569-OUICF,Fiber optic,No,No,No,Yes,Yes,Yes
8821-XNHVZ,Fiber optic,No,No,No,No,Yes,No
2082-OJVTK,Fiber optic,No,No,Yes,No,No,Yes
9700-ISPUP,DSL,No,Yes,No,Yes,No,Yes
9839-ETQOE,DSL,Yes,Yes,Yes,No,No,No
6078-VESFR,Fiber optic,No,No,No,No,No,No
9027-TMATR,DSL,Yes,No,Yes,Yes,Yes,Yes
5940-NFXKV,Fiber optic,No,No,No,No,No,Yes
1941-HOSAM,Fiber optic,No,No,No,No,Yes,Yes
9110-HSGTV,DSL,Yes,No,Yes,Yes,Yes,Yes
6171-ZTVYB,DSL,Yes,Yes,No,Yes,No,No
9564-KCLHR,DSL,No,No,No,Yes,No,No
1935-IMVBB,Fiber optic,No,No,No,No,Yes,Yes
2535-PBCGC,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2082-CEFLT,DSL,No,No,No,No,No,No
1470-PSXNM,Fiber optic,No,Yes,Yes,No,Yes,No
1213-NGCUN,DSL,No,No,No,Yes,No,No
2498-XLDZR,DSL,Yes,Yes,Yes,Yes,No,Yes
9866-OCCKE,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5338-YHWYT,DSL,Yes,Yes,No,Yes,No,No
7718-UPSKJ,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
8731-WBBMB,DSL,No,Yes,Yes,Yes,Yes,Yes
1448-CYWKC,Fiber optic,No,Yes,Yes,No,Yes,Yes
7901-IIDQV,DSL,No,No,No,Yes,No,No
0334-ZFJSR,DSL,Yes,Yes,No,Yes,No,No
2894-QOJRX,DSL,No,No,No,No,Yes,No
5747-PMBSQ,Fiber optic,No,Yes,Yes,Yes,Yes,No
5583-EJXRD,DSL,Yes,Yes,Yes,Yes,No,Yes
4565-EVZMJ,DSL,Yes,Yes,No,Yes,No,No
3143-JQEGI,Fiber optic,No,No,No,No,Yes,Yes
6386-SZZKH,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3327-YBAKM,Fiber optic,Yes,No,No,Yes,Yes,Yes
6705-LNMDD,DSL,No,No,No,Yes,No,No
2580-ASVVY,DSL,Yes,No,No,Yes,Yes,No
3370-GQEAL,Fiber optic,No,No,No,No,Yes,No
5032-USPKF,DSL,Yes,Yes,Yes,No,Yes,Yes
2982-IHMFT,Fiber optic,No,No,No,No,No,No
3521-SYVOR,DSL,No,No,No,No,Yes,Yes
4254-QPEDE,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6283-GITPX,DSL,Yes,Yes,Yes,Yes,Yes,No
9526-JAWYF,Fiber optic,No,Yes,Yes,No,Yes,No
0771-CHWSK,DSL,Yes,Yes,Yes,No,No,Yes
9788-HNGUT,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9495-REDIY,DSL,Yes,No,No,No,Yes,No
5375-XLDOF,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1172-VIYBP,DSL,Yes,Yes,No,No,No,Yes
5649-VUKMC,Fiber optic,No,No,Yes,No,Yes,Yes
6559-PDZLR,Fiber optic,No,No,Yes,Yes,Yes,Yes
8992-OBVDG,DSL,No,No,Yes,No,No,Yes
4273-MBHYA,Fiber optic,No,No,No,No,Yes,Yes
4724-WXVWF,Fiber optic,Yes,No,No,Yes,No,Yes
5701-GUXDC,DSL,Yes,No,Yes,No,No,No
5143-EGQFK,DSL,No,No,No,Yes,No,No
4919-IKATY,Fiber optic,Yes,No,Yes,No,No,No
9050-QLROH,Fiber optic,No,No,Yes,No,No,Yes
8232-CTLKO,DSL,Yes,No,No,No,Yes,No
9227-YBAXE,DSL,Yes,Yes,No,Yes,Yes,Yes
6168-WFVVF,Fiber optic,No,No,No,No,No,No
0112-QAWRZ,Fiber optic,No,No,Yes,No,Yes,No
0877-SDMBN,Fiber optic,Yes,No,Yes,No,Yes,Yes
2786-GCDPI,Fiber optic,No,No,Yes,Yes,Yes,Yes
4043-MKDTV,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
8065-YKXKD,Fiber optic,No,No,No,No,No,No
9637-EIHEQ,DSL,No,No,No,Yes,No,No
8313-KTIHG,DSL,No,No,No,Yes,Yes,No
5320-BRKGK,DSL,Yes,No,Yes,Yes,Yes,No
6284-KMNUF,Fiber optic,Yes,No,No,No,Yes,Yes
9689-PTNPG,Fiber optic,No,No,No,No,Yes,No
9465-RWMXL,Fiber optic,No,No,Yes,No,No,No
6229-UOLQL,DSL,Yes,Yes,No,Yes,Yes,No
2362-IBOOY,Fiber optic,No,No,No,No,No,Yes
3137-LUPIX,DSL,No,No,No,Yes,Yes,No
0843-WTBXE,Fiber optic,No,No,No,No,Yes,No
6143-JQKEA,DSL,No,No,No,No,No,No
8676-OOQEJ,DSL,No,No,No,Yes,No,No
9701-CDXHR,Fiber optic,No,No,No,No,No,No
7450-NWRTR,Fiber optic,No,No,Yes,No,Yes,Yes
8124-NZVGJ,DSL,No,No,No,Yes,Yes,Yes
2162-FRZAA,DSL,No,Yes,Yes,Yes,No,No
5376-DEQCP,Fiber optic,No,No,No,No,No,No
5118-MUEYH,Fiber optic,No,Yes,No,Yes,Yes,Yes
9095-HFAFX,Fiber optic,No,No,No,No,Yes,No
2379-ENZGV,Fiber optic,No,Yes,No,No,Yes,No
4067-HLYQI,Fiber optic,No,No,No,No,No,No
0292-WEGCH,DSL,No,Yes,Yes,Yes,Yes,Yes
8910-ICHIU,Fiber optic,Yes,Yes,Yes,No,Yes,No
4097-YODCF,Fiber optic,Yes,Yes,No,No,Yes,Yes
9715-WZCLW,Fiber optic,Yes,No,No,No,Yes,Yes
9786-YWNHU,DSL,Yes,Yes,Yes,Yes,No,No
6005-OBZPH,Fiber optic,No,Yes,No,No,Yes,No
4049-ZPALD,Fiber optic,Yes,No,Yes,No,Yes,Yes
7932-WPTDS,DSL,No,No,No,No,No,No
3733-UOCWF,Fiber optic,No,Yes,No,Yes,No,No
6833-JMZYP,Fiber optic,No,No,Yes,No,Yes,Yes
2722-VOJQL,Fiber optic,No,Yes,No,Yes,Yes,Yes
1310-QRITU,DSL,No,No,No,No,No,No
8961-QDZZJ,Fiber optic,No,Yes,No,No,Yes,Yes
9715-SBVSU,DSL,Yes,Yes,No,No,No,Yes
8490-BXHEO,Fiber optic,No,Yes,No,No,No,No
7173-TETGO,Fiber optic,Yes,No,No,No,No,No
7929-SKFGK,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3563-SVYLG,DSL,Yes,Yes,Yes,Yes,No,No
5228-EXCET,Fiber optic,No,No,No,No,No,Yes
6435-VWCCY,Fiber optic,Yes,Yes,No,No,Yes,No
4998-IKFSE,Fiber optic,No,No,Yes,No,Yes,Yes
8630-QSGXK,DSL,No,No,No,Yes,Yes,Yes
2455-USLMV,Fiber optic,Yes,No,Yes,No,No,No
7394-FKDNK,Fiber optic,No,No,No,No,Yes,Yes
9488-FVZCC,DSL,Yes,Yes,Yes,Yes,No,Yes
6331-LWDTQ,DSL,No,No,No,No,Yes,Yes
1597-FZREH,DSL,No,No,Yes,Yes,Yes,Yes
7879-CGSFV,Fiber optic,Yes,Yes,No,No,Yes,Yes
9921-EZKBY,Fiber optic,Yes,No,Yes,No,No,Yes
7432-FFVAR,Fiber optic,No,No,Yes,Yes,No,Yes
7246-ZGQDF,DSL,Yes,No,No,Yes,No,No
7000-WCEVQ,DSL,No,No,No,No,No,Yes
0727-IWKVK,Fiber optic,No,Yes,Yes,No,No,No
5959-BELXA,Fiber optic,No,No,No,No,Yes,Yes
4456-RHSNB,DSL,No,No,Yes,No,No,No
3512-IZIKN,DSL,Yes,No,Yes,Yes,No,No
7109-MFBYV,DSL,No,No,No,No,No,No
1833-TCXKK,Fiber optic,No,Yes,Yes,No,Yes,Yes
1832-PEUTS,Fiber optic,No,No,Yes,No,Yes,No
8660-BUETV,DSL,No,No,No,No,No,No
0580-PIQHM,Fiber optic,Yes,Yes,Yes,No,No,Yes
5696-CEIQJ,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7503-ZGUZJ,Fiber optic,No,No,No,No,Yes,No
1696-HXOWK,Fiber optic,Yes,Yes,No,No,Yes,No
3026-ATZYV,DSL,Yes,Yes,No,No,Yes,Yes
4012-YCFAI,DSL,Yes,Yes,No,Yes,No,No
2506-TNFCO,Fiber optic,No,No,No,No,No,No
8718-PTMEZ,DSL,No,Yes,No,No,No,No
9496-IVVRP,DSL,Yes,No,No,No,No,No
2207-OBZNX,DSL,Yes,No,No,No,No,No
2657-VPXTA,Fiber optic,No,No,No,No,Yes,Yes
1221-GHZEP,DSL,Yes,No,No,Yes,No,Yes
9289-LBQVU,DSL,No,Yes,No,Yes,No,Yes
6142-VSJQO,DSL,No,No,No,No,No,No
6933-FHBZC,DSL,No,Yes,Yes,No,No,No
9770-KXGQU,Fiber optic,Yes,Yes,Yes,No,Yes,No
6437-UKHMV,Fiber optic,No,No,No,No,Yes,No
6538-POCHL,Fiber optic,No,Yes,Yes,No,No,No
6726-NNFWD,Fiber optic,No,Yes,Yes,No,No,Yes
3002-WQZWT,Fiber optic,No,No,No,No,No,No
4277-UDIEF,DSL,Yes,No,No,Yes,Yes,Yes
1208-NBVFH,DSL,No,No,Yes,No,No,No
4912-PIGUY,Fiber optic,No,No,No,No,Yes,No
1114-CENIM,DSL,No,Yes,No,No,No,No
6060-DRTNL,Fiber optic,No,No,Yes,No,Yes,No
2725-TTRIQ,DSL,Yes,No,Yes,Yes,Yes,Yes
3374-TTZTK,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8990-ZXLSU,Fiber optic,No,No,No,No,No,No
2275-RBYQS,DSL,No,No,No,No,No,No
8473-VUVJN,Fiber optic,No,No,No,No,No,No
6289-CPNLD,DSL,No,No,Yes,Yes,Yes,Yes
5536-SLHPM,Fiber optic,No,No,Yes,No,No,No
4419-UJMUS,Fiber optic,No,No,No,Yes,Yes,Yes
7794-JASDG,DSL,Yes,No,No,No,No,No
7609-YBPXG,DSL,Yes,No,Yes,Yes,Yes,Yes
7856-GANIL,Fiber optic,No,Yes,Yes,Yes,Yes,No
0804-XBFBV,DSL,No,No,No,No,No,No
2676-OXPPQ,DSL,Yes,Yes,No,No,No,No
3703-TTEPD,DSL,Yes,No,Yes,No,Yes,No
0196-VULGZ,Fiber optic,No,No,No,No,No,Yes
8837-VVWLQ,Fiber optic,Yes,No,No,No,Yes,No
2696-NARTR,Fiber optic,No,No,No,Yes,No,No
7614-QVWQL,DSL,No,Yes,No,No,Yes,Yes
1976-CFOCS,DSL,No,No,No,No,No,No
4631-OACRM,Fiber optic,No,No,No,No,No,Yes
7139-JZFVG,DSL,Yes,Yes,Yes,No,No,No
4987-GQWPO,DSL,No,No,No,No,No,No
3755-JBMNH,Fiber optic,No,No,No,No,No,No
6345-ULYRW,Fiber optic,No,Yes,No,No,No,Yes
4776-XSKYQ,DSL,No,No,No,Yes,No,No
5753-QQWPW,DSL,Yes,Yes,No,Yes,No,No
1809-DMJHQ,DSL,No,No,No,No,No,No
6693-FRIRW,Fiber optic,No,Yes,Yes,No,Yes,Yes
6586-MYGKD,DSL,Yes,No,No,Yes,Yes,Yes
3173-NVMPX,DSL,No,Yes,No,No,No,No
0248-PGHBZ,Fiber optic,Yes,Yes,No,Yes,Yes,No
0623-GDISB,DSL,Yes,No,No,No,No,No
6923-EFPNL,DSL,No,No,No,No,No,No
7472-EQOAV,Fiber optic,Yes,Yes,Yes,No,No,No
9574-RKJIF,Fiber optic,Yes,Yes,No,No,Yes,No
2043-WVTQJ,DSL,Yes,No,Yes,No,No,No
8034-RYTVV,Fiber optic,Yes,No,Yes,No,No,No
3863-QSTYI,DSL,No,No,Yes,Yes,Yes,No
2619-WFQWU,Fiber optic,No,No,No,No,No,No
5044-LRQAQ,Fiber optic,No,No,No,No,No,No
1716-LSAMB,DSL,Yes,No,No,Yes,No,No
5985-BEHZK,Fiber optic,No,Yes,Yes,No,Yes,Yes
9127-QRZMH,DSL,Yes,Yes,No,Yes,No,No
9644-KVCNC,Fiber optic,No,No,Yes,No,Yes,No
2137-DQMEV,DSL,Yes,Yes,No,No,Yes,No
9279-CJEOJ,Fiber optic,No,No,No,No,Yes,Yes
7964-VEXDG,Fiber optic,Yes,No,No,No,No,No
2404-JIBFC,DSL,Yes,No,Yes,Yes,Yes,Yes
0778-NELLA,DSL,No,No,No,No,Yes,No
8029-XYPWT,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4614-NUVZD,Fiber optic,No,No,No,No,No,Yes
6804-GDMOI,Fiber optic,No,No,Yes,Yes,Yes,Yes
2990-OGYTD,DSL,No,Yes,Yes,Yes,Yes,Yes
6646-JPPHA,Fiber optic,Yes,Yes,No,No,No,No
9572-MTILT,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
7658-UYUQS,Fiber optic,No,No,Yes,No,Yes,No
7880-XSOJX,DSL,Yes,Yes,No,Yes,No,No
9611-CTWIH,Fiber optic,No,No,No,No,Yes,Yes
0329-GTIAJ,Fiber optic,No,Yes,No,Yes,Yes,Yes
6629-CZTTH,DSL,No,No,No,No,No,Yes
5364-EVNIB,Fiber optic,No,Yes,Yes,No,No,No
6918-UMQCG,Fiber optic,No,No,No,No,Yes,No
0675-NCDYU,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6339-DKLMK,DSL,No,Yes,No,No,No,No
1346-PJWTK,Fiber optic,No,Yes,Yes,Yes,No,Yes
8023-QHAIO,Fiber optic,No,No,No,Yes,No,No
3057-VJJQE,DSL,Yes,No,No,No,No,No
5087-SUURX,DSL,No,No,Yes,No,Yes,No
2302-OUZXB,DSL,No,Yes,Yes,No,Yes,Yes
8133-ANHHJ,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2270-CHBFN,Fiber optic,Yes,Yes,Yes,Yes,No,No
0013-EXCHZ,Fiber optic,No,No,No,Yes,Yes,No
5982-FPVQN,Fiber optic,No,Yes,Yes,No,No,Yes
9107-UKCKY,DSL,No,Yes,Yes,No,Yes,Yes
4654-ULTTN,DSL,Yes,No,Yes,Yes,No,Yes
5550-VFRLC,Fiber optic,No,No,No,No,No,No
1492-KGETH,DSL,Yes,Yes,Yes,Yes,No,Yes
4929-BSTRX,DSL,No,No,No,No,Yes,No
2225-ZRGSG,Fiber optic,Yes,Yes,Yes,Yes,No,No
5271-YNWVR,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2657-ALMWY,Fiber optic,No,Yes,No,No,No,Yes
6330-JKLPC,Fiber optic,No,Yes,No,No,No,No
1707-HABPF,Fiber optic,No,Yes,Yes,No,Yes,No
1660-HSOOQ,DSL,No,No,Yes,No,No,No
7253-UVNDW,DSL,No,No,Yes,Yes,No,No
7228-OMTPN,Fiber optic,No,No,No,No,Yes,Yes
4508-OEBEY,DSL,Yes,Yes,Yes,Yes,No,Yes
0027-KWYKW,Fiber optic,No,No,No,No,Yes,No
6284-AHOOQ,Fiber optic,No,No,No,Yes,Yes,No
2344-JMOGN,Fiber optic,No,Yes,Yes,Yes,Yes,No
3799-ISUZQ,Fiber optic,No,No,No,No,No,No
2877-VDUER,DSL,No,No,No,Yes,Yes,No
9152-AMKAK,DSL,Yes,No,Yes,Yes,Yes,Yes
1794-HBQTJ,DSL,Yes,No,No,No,No,No
9432-VOFYX,Fiber optic,No,No,No,No,No,No
8049-WJCLQ,DSL,No,No,Yes,No,Yes,No
6586-PSJOX,DSL,No,No,Yes,Yes,No,No
2460-FPSYH,DSL,Yes,Yes,No,No,Yes,Yes
9705-ZJBCG,DSL,Yes,No,No,Yes,No,No
4818-DRBQT,Fiber optic,No,Yes,No,No,No,No
1320-HTRDR,Fiber optic,No,No,No,No,No,No
6847-KJLTS,Fiber optic,No,No,No,Yes,Yes,Yes
9670-BPNXF,DSL,Yes,Yes,No,Yes,No,No
3913-FCUUW,DSL,Yes,Yes,Yes,Yes,No,No
3301-VKTGC,Fiber optic,Yes,Yes,No,No,No,No
9555-SAHUZ,DSL,Yes,Yes,No,No,No,No
4619-EVPHY,Fiber optic,No,No,No,No,Yes,Yes
5286-YHCVC,Fiber optic,No,Yes,Yes,No,Yes,Yes
6424-ELEYH,Fiber optic,No,No,No,No,No,No
4391-RESHN,Fiber optic,No,No,Yes,Yes,Yes,Yes
9115-YQHGA,DSL,No,No,No,Yes,No,No
4462-CYWMH,Fiber optic,No,Yes,No,No,No,Yes
2458-EOMRE,DSL,Yes,No,Yes,No,No,Yes
9334-GWGOW,Fiber optic,No,No,No,No,No,No
6821-BUXUX,Fiber optic,Yes,Yes,No,No,Yes,No
9801-GDWGV,Fiber optic,No,Yes,Yes,No,Yes,Yes
6542-LWGXJ,DSL,No,No,No,No,No,No
2087-QAREY,DSL,No,Yes,Yes,No,No,No
0601-WZHJF,DSL,No,No,No,No,Yes,Yes
4423-JWZJN,Fiber optic,No,No,Yes,No,No,Yes
5393-RXQSZ,Fiber optic,No,No,No,No,No,Yes
0231-LXVAP,Fiber optic,No,No,No,Yes,No,No
9444-JTXHZ,Fiber optic,No,No,Yes,No,No,No
4942-VZZOM,DSL,Yes,No,No,No,Yes,No
7502-BNYGS,DSL,No,Yes,No,No,Yes,Yes
4291-HYEBC,DSL,No,Yes,No,No,No,Yes
6047-SUHPR,DSL,Yes,Yes,Yes,No,No,No
4471-KXAUH,Fiber optic,No,No,Yes,Yes,No,No
9752-ZNQUT,DSL,No,Yes,No,No,No,No
7638-QVMVY,Fiber optic,No,No,No,No,Yes,No
1576-PFZIW,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7312-XSBAT,DSL,Yes,No,No,No,No,No
3096-GKWEB,Fiber optic,No,No,No,No,Yes,Yes
2371-JQHZZ,Fiber optic,No,No,No,No,Yes,Yes
0674-GCDXG,DSL,Yes,No,Yes,Yes,No,Yes
1121-QSIVB,DSL,No,Yes,No,No,Yes,Yes
3244-DCJWY,Fiber optic,No,No,No,No,No,No
2824-MYYBN,Fiber optic,No,No,No,No,Yes,Yes
0875-CABNR,Fiber optic,No,No,Yes,No,No,Yes
6345-HOVES,DSL,No,No,No,No,No,No
8318-LCNBW,DSL,Yes,No,Yes,No,Yes,Yes
0147-ESWWR,Fiber optic,No,No,No,Yes,Yes,Yes
1217-VASWC,Fiber optic,No,Yes,Yes,No,Yes,Yes
5915-DGNVC,DSL,Yes,Yes,Yes,No,No,Yes
3566-CAAYU,DSL,No,Yes,Yes,Yes,No,Yes
4983-CCWMC,Fiber optic,No,No,No,No,No,No
2896-TBNBE,Fiber optic,No,Yes,Yes,No,No,No
4797-AXPXK,DSL,Yes,Yes,No,Yes,No,No
5229-PRWKT,Fiber optic,No,No,No,No,No,Yes
2522-WLNSF,DSL,No,No,Yes,Yes,Yes,No
3841-CONLJ,DSL,No,No,No,No,No,Yes
5057-LCOUI,DSL,No,No,Yes,No,Yes,Yes
0193-ESZXP,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
4369-HTUIF,Fiber optic,Yes,No,No,No,Yes,No
9386-LDCZR,Fiber optic,Yes,Yes,Yes,Yes,No,No
5399-ZIMKF,Fiber optic,No,Yes,No,No,No,No
0336-KXKFK,DSL,Yes,No,Yes,Yes,Yes,Yes
3948-FVVRP,DSL,No,Yes,No,Yes,No,No
5327-XOKKY,DSL,No,No,Yes,No,Yes,Yes
0983-TATYJ,DSL,No,No,No,Yes,No,No
1813-JYWTO,Fiber optic,Yes,No,No,No,No,No
0156-FVPTA,DSL,Yes,No,No,Yes,No,No
1984-FCOWB,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0654-HMSHN,Fiber optic,No,Yes,Yes,No,Yes,Yes
6719-OXYBR,Fiber optic,No,No,Yes,No,Yes,No
3312-ZWLGF,Fiber optic,No,No,No,Yes,No,No
6476-YHMGA,DSL,No,Yes,Yes,Yes,Yes,Yes
5287-QWLKY,Fiber optic,Yes,Yes,No,No,Yes,Yes
0168-XZKBB,Fiber optic,No,No,No,No,Yes,No
5196-SGOAK,Fiber optic,No,Yes,No,No,No,No
4537-DKTAL,DSL,No,No,No,No,No,No
7072-MBHEV,Fiber optic,No,No,Yes,No,No,No
6297-NOOPG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1891-UAWWU,Fiber optic,No,No,Yes,No,Yes,No
8050-DVOJX,DSL,Yes,Yes,Yes,Yes,No,Yes
6108-OQZDQ,Fiber optic,No,Yes,No,No,Yes,Yes
0363-QJVFX,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
8903-XEBGX,DSL,No,No,No,No,No,Yes
8169-SAEJD,DSL,Yes,Yes,No,No,Yes,Yes
9840-DVNDC,Fiber optic,No,No,No,No,Yes,No
2325-WINES,Fiber optic,No,Yes,Yes,No,Yes,Yes
6064-ZATLR,DSL,Yes,Yes,No,No,No,No
3096-JRDSO,Fiber optic,Yes,No,No,Yes,Yes,Yes
7824-PANSQ,Fiber optic,No,No,No,Yes,No,No
8042-JVNFH,Fiber optic,No,No,No,No,No,No
8707-HOEDG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3374-LXDEV,Fiber optic,No,Yes,Yes,Yes,No,No
4072-IPYLT,DSL,Yes,No,No,No,No,No
1580-BMCMR,Fiber optic,Yes,No,No,No,No,Yes
6408-WHTEF,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7989-VCQOH,DSL,Yes,No,Yes,Yes,Yes,Yes
4199-QHJNM,Fiber optic,No,Yes,No,Yes,Yes,Yes
8882-TLVRW,DSL,Yes,No,Yes,Yes,No,No
5883-GTGVD,Fiber optic,No,Yes,No,No,Yes,Yes
5135-GRQJV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1371-WEPDS,DSL,No,No,No,No,No,Yes
4817-QRJSX,Fiber optic,No,Yes,No,No,No,No
9730-DRTMJ,DSL,Yes,No,No,Yes,Yes,No
4686-UXDML,Fiber optic,No,Yes,No,No,Yes,Yes
3349-ANQNH,Fiber optic,No,No,Yes,No,Yes,Yes
2398-YPMUR,Fiber optic,No,No,No,No,No,No
5937-EORGB,Fiber optic,Yes,No,Yes,No,Yes,No
9985-MWVIX,Fiber optic,No,No,No,No,No,No
4583-PARNH,Fiber optic,No,No,Yes,Yes,No,Yes
1116-FRYVH,DSL,Yes,Yes,No,Yes,No,No
1421-HCERK,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
9633-XQABV,Fiber optic,No,No,No,No,No,No
0716-BQNDX,Fiber optic,Yes,No,No,Yes,No,Yes
1265-XTECC,Fiber optic,Yes,Yes,No,No,No,Yes
1183-CANVH,DSL,No,No,No,Yes,Yes,No
1972-XMUWV,DSL,No,No,No,Yes,Yes,No
8679-LZBMD,Fiber optic,No,No,No,No,Yes,Yes
3407-JMJQQ,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6252-DFGTK,DSL,Yes,No,Yes,Yes,No,No
8645-KOMJQ,DSL,No,Yes,Yes,Yes,Yes,Yes
